date_commande,frequentation,ca_ttc,nb_commandes,prix_moyen
2018-07-02,170,2502.22,84,14.718941176470587
2018-07-03,191,2820.9199999999996,111,14.769214659685861
2018-07-04,137,1998.85,57,14.59014598540146
2018-07-05,210,3157.9,84,15.037619047619048
2018-07-06,303,4604.54,173,15.196501650165017
2018-07-07,202,2982.97,79,14.767178217821781
2018-07-08,162,2454.88,39,15.153580246913581
2018-07-09,157,2325.4700000000003,85,14.811910828025479
2018-07-10,190,2803.49,105,14.755210526315789
2018-07-11,225,3258.3799999999997,110,14.481688888888888
2018-07-12,183,2681.0600000000004,94,14.650601092896178
2018-07-13,227,3533.7899999999995,96,15.56735682819383
2018-07-14,217,3308.0700000000006,79,15.24456221198157
2018-07-15,218,3416.02,77,15.669816513761468
2018-07-16,172,2573.9999999999995,68,14.965116279069765
2018-07-17,154,2318.49,72,15.05512987012987
2018-07-18,191,2927.3100000000004,70,15.32623036649215
2018-07-19,209,3076.46,102,14.719904306220096
2018-07-20,221,3235.4599999999996,98,14.640090497737555
2018-07-21,208,3132.9599999999996,80,15.06230769230769
2018-07-22,155,2395.6000000000004,34,15.455483870967745
2018-07-23,115,1717.6200000000001,46,14.935826086956522
2018-07-24,136,2007.0600000000002,65,14.75779411764706
2018-07-25,134,2033.6499999999999,71,15.176492537313433
2018-07-26,149,2176.03,85,14.604228187919464
2018-07-27,156,2382.57,75,15.272884615384616
2018-07-28,173,2585.8100000000004,74,14.946878612716766
2018-07-29,130,1934.02,40,14.877076923076922
2018-07-30,176,2643.49,82,15.019829545454543
2018-07-31,202,2938.6600000000003,85,14.54782178217822
2018-08-01,142,2140.86,69,15.076478873239438
2018-08-02,194,2906.78,87,14.98340206185567
2018-08-03,193,2841.81,112,14.72440414507772
2018-08-04,149,2212.83,67,14.851208053691275
2018-08-05,139,2124.3,32,15.282733812949642
2018-08-06,184,2785.57,75,15.138967391304348
2018-08-07,145,2211.23,76,15.249862068965518
2018-08-08,193,2949.1600000000003,109,15.280621761658033
2018-08-09,214,3124.7100000000005,109,14.601448598130844
2018-08-10,248,3757.43,126,15.150927419354838
2018-08-11,197,3017.25,89,15.315989847715736
2018-08-12,159,2433.5,51,15.30503144654088
2018-08-13,208,3101.42,105,14.910673076923077
2018-08-14,195,2904.6700000000005,109,14.895743589743592
2018-08-15,202,3096.3100000000004,86,15.328267326732675
2018-08-16,201,2934.62,115,14.600099502487561
2018-08-17,291,4420.61,129,15.191099656357387
2018-08-18,211,3192.1200000000003,89,15.128530805687205
2018-08-19,149,2231.77,47,14.978322147651006
2018-08-20,157,2212.96,81,14.095286624203823
2018-08-21,135,2026.4200000000003,74,15.01051851851852
2018-08-22,174,2507.9900000000002,102,14.41373563218391
2018-08-23,164,2381.73,96,14.522743902439025
2018-08-24,186,2720.7400000000002,107,14.627634408602152
2018-08-25,172,2537.3100000000004,74,14.751802325581398
2018-08-26,111,1663.94,42,14.990450450450451
2018-08-27,198,2852.0599999999995,107,14.404343434343431
2018-08-28,181,2727.95,89,15.071546961325966
2018-08-29,237,3475.590000000001,128,14.664936708860765
2018-08-30,235,3461.93,123,14.731617021276595
2018-08-31,303,4504.09,159,14.864983498349835
2018-09-01,223,3267.94,85,14.654439461883408
2018-09-02,182,2772.76,57,15.234945054945056
2018-09-03,217,3241.07,86,14.935806451612905
2018-09-04,168,2458.7,86,14.635119047619046
2018-09-05,191,2817.64,93,14.752041884816753
2018-09-06,205,3088.74,99,15.067024390243901
2018-09-07,297,4380.66,150,14.74969696969697
2018-09-08,238,3522.5800000000004,79,14.80075630252101
2018-09-09,145,2163.46,44,14.920413793103448
2018-09-10,156,2262.7000000000003,78,14.504487179487182
2018-09-11,191,2918.8799999999997,79,15.282094240837695
2018-09-12,187,2659.94,92,14.22427807486631
2018-09-13,213,3158.2100000000005,109,14.827276995305166
2018-09-14,281,4274.7,135,15.212455516014234
2018-09-15,270,4107.77,102,15.213962962962965
2018-09-16,154,2396.87,42,15.564090909090908
2018-09-17,135,2025.2,78,15.001481481481482
2018-09-18,155,2357.9699999999993,81,15.212709677419351
2018-09-19,199,3124.33,101,15.700150753768844
2018-09-20,170,2568.34,93,15.107882352941177
2018-09-21,281,4087.1299999999997,117,14.54494661921708
2018-09-22,256,3905.2000000000003,100,15.254687500000001
2018-09-23,143,2307.9200000000005,64,16.1393006993007
2018-09-24,149,2188.8900000000003,75,14.69053691275168
2018-09-25,179,2691.72,91,15.03754189944134
2018-09-26,179,2690.37,86,15.03
2018-09-27,219,3255.59,100,14.865707762557077
2018-09-28,263,3888.5299999999997,126,14.785285171102661
2018-09-29,212,3133.44,96,14.780377358490567
2018-09-30,162,2529.28,49,15.612839506172842
2018-10-01,167,2501.7000000000003,93,14.980239520958085
2018-10-02,160,2423.4100000000003,86,15.146312500000002
2018-10-03,148,2196.37,69,14.840337837837836
2018-10-04,194,2898.5899999999997,106,14.941185567010308
2018-10-05,250,3675.29,134,14.70116
2018-10-06,249,3545.8199999999997,134,14.24024096385542
2018-10-07,139,2171.3,47,15.620863309352519
2018-10-08,158,2358.54,94,14.92746835443038
2018-10-09,152,2084.4199999999996,97,13.713289473684208
2018-10-10,171,2533.0099999999998,102,14.812923976608186
2018-10-11,201,2970.1300000000006,119,14.776766169154232
2018-10-12,272,4026.6499999999996,154,14.803860294117646
2018-10-13,249,3721.88,110,14.947309236947792
2018-10-14,140,2152.12,36,15.372285714285713
2018-10-15,114,1758.25,79,15.423245614035087
2018-10-16,139,2009.29,87,14.455323741007193
2018-10-17,240,3398.05,182,14.158541666666668
2018-10-18,223,3145.2099999999996,156,14.104080717488788
2018-10-19,266,3834.4600000000005,156,14.415263157894739
2018-10-20,244,3592.2400000000002,100,14.722295081967214
2018-10-21,130,1929.08,42,14.839076923076922
2018-10-22,122,1813.78,86,14.867049180327868
2018-10-23,172,2538.3,85,14.757558139534884
2018-10-24,203,3072.06,115,15.133300492610838
2018-10-25,202,2806.3999999999996,115,13.893069306930691
2018-10-26,253,3539.9300000000003,126,13.991818181818182
2018-10-27,191,2764.5600000000004,89,14.474136125654452
2018-10-28,156,2369.6400000000003,56,15.190000000000001
2018-10-29,152,2243.4999999999995,88,14.759868421052628
2018-10-30,213,3172.7400000000002,120,14.89549295774648
2018-10-31,224,3282.88,108,14.655714285714286
2018-11-01,290,4264.259999999999,88,14.704344827586205
2018-11-02,268,3790.62,128,14.14410447761194
2018-11-03,222,3259.0699999999997,94,14.680495495495494
2018-11-04,184,2801.76,50,15.226956521739131
2018-11-05,144,2182.75,90,15.15798611111111
2018-11-06,164,2493.8199999999997,100,15.206219512195121
2018-11-07,148,2144.25,86,14.488175675675675
2018-11-08,162,2280.2799999999997,106,14.075802469135802
2018-11-09,284,4099.909999999999,135,14.436302816901405
2018-11-10,293,4369.53,82,14.913071672354947
2018-11-11,265,4019.78,80,15.168981132075473
2018-11-12,152,2260.98,95,14.874868421052632
2018-11-13,177,2682.81,102,15.157118644067797
2018-11-14,192,2777.4199999999996,112,14.465729166666664
2018-11-15,181,2593.12,110,14.326629834254144
2018-11-16,247,3587.8500000000004,136,14.525708502024292
2018-11-17,297,4249.099999999999,117,14.306734006734004
2018-11-18,213,3199.17,75,15.019577464788732
2018-11-19,159,2334.16,112,14.680251572327043
2018-11-20,178,2586.61,127,14.531516853932585
2018-11-21,208,2947.85,121,14.17235576923077
2018-11-22,181,2597.5,107,14.350828729281767
2018-11-23,262,3822.9999999999995,138,14.591603053435113
2018-11-24,277,3929.8700000000003,124,14.187256317689531
2018-11-25,177,2562.9100000000003,67,14.479717514124296
2018-11-26,102,1480.49,65,14.514607843137256
2018-11-27,239,3487.2,105,14.590794979079497
2018-11-28,231,3363.73,135,14.561601731601732
2018-11-29,267,3846.639999999999,122,14.406891385767786
2018-11-30,283,4092.09,127,14.459681978798587
2018-12-01,306,4423.31,109,14.455261437908497
2018-12-02,271,4017.92,69,14.826273062730628
2018-12-03,170,2524.12,92,14.847764705882351
2018-12-04,162,2300.4700000000003,112,14.200432098765434
2018-12-05,188,2807.0600000000004,102,14.93117021276596
2018-12-06,253,3761.5699999999993,132,14.867865612648218
2018-12-07,379,5643.01,180,14.889208443271768
2018-12-08,426,6233.35,191,14.632276995305165
2018-12-09,366,5497.2,135,15.01967213114754
2018-12-10,186,2767.13,91,14.877043010752688
2018-12-11,170,2578.8999999999996,105,15.169999999999998
2018-12-12,202,3101.15,112,15.352227722772279
2018-12-13,215,3410.42,133,15.862418604651163
2018-12-14,225,3505.55,113,15.580222222222224
2018-12-15,266,4028.4300000000003,113,15.144473684210528
2018-12-16,255,4060.3199999999997,74,15.922823529411763
2018-12-17,184,2746.6499999999996,118,14.927445652173912
2018-12-18,183,2620.3,117,14.31857923497268
2018-12-19,219,3324.4299999999994,125,15.180045662100454
2018-12-20,209,3384.4800000000005,104,16.193684210526317
2018-12-21,287,4450.05,150,15.505400696864113
2018-12-22,195,3053.27,97,15.657794871794872
2018-12-23,141,2217.1499999999996,53,15.72446808510638
2018-12-26,143,2250.04,72,15.734545454545454
2018-12-27,238,3559.55,109,14.95609243697479
2018-12-28,200,2938.28,93,14.691400000000002
2018-12-29,172,2677.2999999999997,80,15.565697674418603
2018-12-30,201,3132.71,65,15.585621890547264
2019-01-01,271,4250.55,73,15.684686346863469
2019-01-02,180,2938.54,82,16.325222222222223
2019-01-03,173,2759.18,98,15.949017341040461
2019-01-04,235,3788.5900000000006,128,16.121659574468087
2019-01-05,180,2962.0499999999997,70,16.45583333333333
2019-01-06,199,3177.21,55,15.965879396984924
2019-01-07,119,1886.1999999999998,60,15.850420168067226
2019-01-08,121,1876.0500000000002,70,15.504545454545456
2019-01-09,180,2803.6799999999994,98,15.575999999999997
2019-01-10,164,2557.1499999999996,82,15.592378048780485
2019-01-11,235,3700.56,103,15.747063829787233
2019-01-12,269,4117.18,108,15.305501858736061
2019-01-13,184,2878.67,66,15.644945652173913
2019-01-14,75,1139.72,60,15.196266666666666
2019-01-15,159,2405.15,82,15.126729559748428
2019-01-16,196,2969.05,106,15.148214285714287
2019-01-17,220,3253.9900000000002,128,14.790863636363637
2019-01-18,291,4584.9400000000005,146,15.755807560137459
2019-01-19,263,4113.959999999999,112,15.642433460076042
2019-01-20,249,3900.6099999999997,67,15.665100401606425
2019-01-21,160,2647.06,85,16.544125
2019-01-22,202,3118.6299999999997,109,15.438762376237623
2019-01-23,209,3331.06,99,15.938086124401913
2019-01-24,191,2927.88,107,15.329214659685864
2019-01-25,278,4318.94,109,15.535755395683452
2019-01-26,284,4578.1,88,16.120070422535214
2019-01-27,263,4217.57,62,16.036387832699617
2019-01-28,140,2147.82,57,15.341571428571429
2019-01-29,192,2931.95,95,15.270572916666666
2019-01-30,227,3590.0599999999995,105,15.815242290748897
2019-01-31,248,3852.58,107,15.534596774193549
2019-02-01,327,5269.59,122,16.114954128440367
2019-02-02,257,4041.6099999999997,110,15.726108949416341
2019-02-03,141,2442.51,32,17.32276595744681
2019-02-04,158,2417.81,84,15.30259493670886
2019-02-05,226,3381.2300000000005,91,14.961194690265488
2019-02-06,276,4171.0,112,15.11231884057971
2019-02-07,248,3825.36,95,15.42483870967742
2019-02-08,383,5955.9400000000005,141,15.550757180156658
2019-02-09,319,4878.75,109,15.293887147335424
2019-02-10,314,4823.280000000001,62,15.360764331210193
2019-02-11,180,2776.2,89,15.423333333333332
2019-02-12,164,2527.6400000000003,86,15.412439024390245
2019-02-13,223,3495.47,107,15.6747533632287
2019-02-14,264,3883.3100000000004,176,14.709507575757577
2019-02-15,284,4380.32,126,15.423661971830985
2019-02-16,288,4494.259999999999,134,15.605069444444442
2019-02-17,305,4745.400000000001,116,15.558688524590165
2019-02-18,216,3374.8500000000004,114,15.624305555555557
2019-02-19,163,2439.3700000000003,96,14.965460122699389
2019-02-20,193,3027.86,84,15.68839378238342
2019-02-21,188,2906.9399999999996,106,15.462446808510636
2019-02-22,282,4236.77,154,15.024007092198584
2019-02-23,231,3600.6400000000003,81,15.587186147186149
2019-02-24,247,3864.0,98,15.643724696356275
2019-02-25,210,3215.1400000000003,101,15.310190476190478
2019-02-26,186,2908.67,95,15.638010752688173
2019-02-27,219,3301.85,121,15.076940639269406
2019-02-28,271,4010.9900000000007,130,14.800701107011072
2019-03-01,412,5984.509999999999,165,14.525509708737863
2019-03-02,300,4466.290000000001,88,14.887633333333337
2019-03-03,282,4052.5199999999995,97,14.370638297872338
2019-03-04,185,2619.2400000000002,84,14.158054054054055
2019-03-05,200,3198.1499999999996,82,15.990749999999998
2019-03-06,224,3269.52,78,14.59607142857143
2019-03-07,221,3425.9500000000003,110,15.502036199095024
2019-03-08,358,5615.88,153,15.6868156424581
2019-03-09,255,4050.0,110,15.882352941176471
2019-03-10,199,3103.4,61,15.594974874371859
2019-03-11,172,2709.79,68,15.754593023255813
2019-03-12,165,2505.7999999999997,83,15.186666666666666
2019-03-13,215,3335.3900000000003,82,15.513441860465118
2019-03-14,234,3581.45,99,15.30534188034188
2019-03-15,310,4814.54,144,15.530774193548387
2019-03-16,325,5134.85,134,15.799538461538463
2019-03-17,269,4149.349999999999,97,15.425092936802972
2019-03-18,184,2842.7,81,15.44945652173913
2019-03-19,191,2985.7499999999995,106,15.632198952879579
2019-03-20,211,3186.2999999999993,113,15.100947867298574
2019-03-21,236,3774.3500000000004,109,15.993008474576273
2019-03-22,292,4561.0,140,15.61986301369863
2019-03-23,258,4059.75,116,15.73546511627907
2019-03-24,258,4082.56,93,15.823875968992247
2019-03-25,168,2652.46,76,15.788452380952382
2019-03-26,234,3521.2999999999997,93,15.048290598290597
2019-03-27,266,4139.07,104,15.560413533834586
2019-03-28,313,4780.280000000001,117,15.272460063897766
2019-03-29,361,5505.009999999999,132,15.2493351800554
2019-03-30,291,4628.919999999999,109,15.90694158075601
2019-03-31,260,4064.48,82,15.632615384615384
2019-04-01,136,2067.96,85,15.205588235294117
2019-04-02,202,3082.46,125,15.25970297029703
2019-04-03,211,3266.5099999999998,115,15.481090047393364
2019-04-04,243,3770.75,121,15.517489711934155
2019-04-05,289,4478.56,134,15.496747404844292
2019-04-06,279,4086.83,106,14.648136200716845
2019-04-07,171,2661.4500000000003,48,15.564035087719299
2019-04-08,141,2073.96,72,14.708936170212766
2019-04-09,227,3461.3699999999994,124,15.248325991189425
2019-04-10,270,4031.24,153,14.930518518518518
2019-04-11,212,3186.95,122,15.032783018867924
2019-04-12,325,5031.53,144,15.481630769230769
2019-04-13,338,5212.089999999999,124,15.420384615384613
2019-04-14,284,4461.37,83,15.709049295774648
2019-04-15,157,2479.0499999999997,74,15.79012738853503
2019-04-16,209,3311.4,91,15.844019138755982
2019-04-17,210,3208.87,99,15.280333333333333
2019-04-18,227,3474.4199999999996,93,15.305814977973567
2019-04-19,261,4041.2399999999993,141,15.483678160919538
2019-04-20,197,3141.500000000001,99,15.946700507614217
2019-04-21,163,2528.1,63,15.509815950920245
2019-04-22,320,5009.33,129,15.65415625
2019-04-23,190,2827.0,88,14.878947368421052
2019-04-24,265,3665.44,81,13.831849056603774
2019-04-25,274,3897.84,104,14.225693430656936
2019-04-26,366,5412.099999999999,112,14.787158469945354
2019-04-27,307,4746.250000000001,112,15.46009771986971
2019-04-28,316,5040.47,70,15.950854430379747
2019-04-29,192,2837.9799999999996,107,14.781145833333332
2019-04-30,180,2781.65,89,15.453611111111112
2019-05-01,380,6003.170000000001,110,15.797815789473686
2019-05-02,204,3039.9500000000003,97,14.90171568627451
2019-05-03,291,4457.88,129,15.31917525773196
2019-05-04,221,3278.7,97,14.83574660633484
2019-05-05,203,3248.7799999999997,50,16.00384236453202
2019-05-06,227,3603.82,92,15.875859030837006
2019-05-07,167,2559.6200000000003,75,15.327065868263475
2019-05-08,287,4430.58,85,15.437560975609756
2019-05-09,204,3097.2000000000003,90,15.182352941176472
2019-05-10,267,4180.03,111,15.655543071161048
2019-05-11,233,3622.61,94,15.547682403433477
2019-05-12,233,3628.41,76,15.572575107296137
2019-05-13,186,2869.31,86,15.426397849462365
2019-05-14,205,3261.5200000000004,104,15.909853658536587
2019-05-15,207,3342.7400000000007,109,16.14850241545894
2019-05-16,184,2819.11,84,15.321250000000001
2019-05-17,303,4644.099999999999,150,15.327062706270626
2019-05-18,255,3764.55,92,14.762941176470589
2019-05-19,314,4910.859999999999,115,15.639681528662416
2019-05-20,176,2670.1500000000005,104,15.17130681818182
2019-05-21,207,3157.19,106,15.252125603864734
2019-05-22,182,2842.6499999999996,86,15.618956043956041
2019-05-23,213,3319.3,110,15.583568075117372
2019-05-24,281,4080.4299999999994,137,14.521103202846973
2019-05-25,232,3693.0299999999997,120,15.918232758620688
2019-05-26,212,3436.39,86,16.20938679245283
2019-05-27,165,2585.22,82,15.668
2019-05-28,222,3313.5,107,14.925675675675675
2019-05-29,237,3586.35,119,15.132278481012658
2019-05-30,292,4401.7699999999995,86,15.074554794520546
2019-05-31,246,3735.55,106,15.185162601626017
2019-06-01,197,2976.21,57,15.10766497461929
2019-06-02,191,3063.6900000000005,72,16.040261780104714
2019-06-03,174,2664.3900000000003,84,15.312586206896553
2019-06-04,160,2443.1099999999997,93,15.269437499999999
2019-06-05,137,2179.85,77,15.911313868613139
2019-06-06,215,3178.25,118,14.782558139534883
2019-06-07,269,4076.87,113,15.155650557620817
2019-06-08,174,2669.62,65,15.342643678160918
2019-06-09,229,3413.7999999999997,70,14.907423580786025
2019-06-10,265,4142.63,122,15.632566037735849
2019-06-11,173,2629.31,111,15.198323699421964
2019-06-12,206,3090.4700000000003,117,15.00228155339806
2019-06-13,183,2782.0,97,15.202185792349727
2019-06-14,256,4073.52,117,15.9121875
2019-06-15,224,3532.26,84,15.769017857142858
2019-06-16,216,3373.3999999999996,86,15.61759259259259
2019-06-17,177,2649.98,99,14.971638418079095
2019-06-18,165,2592.0299999999997,88,15.709272727272726
2019-06-19,195,3124.7800000000007,99,16.024512820512825
2019-06-20,204,3090.8,110,15.150980392156864
2019-06-21,249,4158.150000000001,118,16.699397590361446
2019-06-22,193,3072.23,78,15.918290155440415
2019-06-23,183,2871.63,71,15.691967213114754
2019-06-24,130,2013.28,71,15.48676923076923
2019-06-25,111,1671.52,56,15.058738738738738
2019-06-26,141,2151.23,55,15.256950354609929
2019-06-27,132,2081.34,60,15.767727272727274
2019-06-28,167,2550.02,74,15.269580838323353
2019-06-29,173,2685.78,90,15.524739884393064
2019-06-30,182,2854.92,79,15.686373626373626
2019-07-01,153,2488.29,96,16.263333333333332
2019-07-02,199,2929.9500000000003,103,14.723366834170855
2019-07-03,7,146.0,5,20.857142857142858
